Name,year,Esrp,Genre,rate,vote,country,company,Sales
Hyperdimension Neptunia,2010,Teen,Sci-Fi,7.9,17,Japan,Compile Heart,0.63
Hyper Street Fighter II: The Anniversary Edition,2003,Teen,Action,7.9,33,Japan,Capcom Company,0.62
The Blackwell Legacy,2006,Not Rated,Mystery,7.9,150,United States,Wadjet Eye,0.61
Speedy Sanic,2015,Not Rated,Adventure,7.9,22,United Kingdom,Killer Laughs Productions,0.6
The Adventures of Rocky and Bullwinkle and Friends,1993,Not Rated,Adventure,7.9,42,United States,Imagineering,0.58
Freddi Fish 2: The Case of the Haunted Schoolhouse,1996,Not Rated,Crime,7.9,48,United States,Humongous Entertainment,0.57
Dejimon sutôrî: Saibâ surûsu,2015,Teen,Sci-Fi,7.9,80,Japan,Media Vision,0.56
Hearts of Iron IV,2016,Not Rated,War,7.9,298,Sweden,Paradox Interactive,0.56
Sins of a Solar Empire: Rebellion,2012,Not Rated,Sci-Fi,7.9,30,Canada,Ironclad Games,0.55
Sengoku Basara 4: Sumeragi,2015,Not Rated,Action,7.9,8,Japan,Capcom Company,0.53
Shadowrun: Dragonfall,2014,Not Rated,Fantasy,7.9,111,United States,Harebrained Schemes,0.53
Chex Quest,1996,Not Rated,Comedy,7.9,27,United States,Digital Cafe Inc.,0.52
Nancy Drew: Labyrinth of Lies,2014,Everyone1Adults Only+,Mystery,7.9,38,United States,Her Interactive Inc.,0.51
The Long Dark,2014,Teen,Mystery,7.9,450,Canada,Hinterland Games,0.5
Small Soldiers: Globotech Design Lab,1998,Not Rated,Action,7.9,12,United States,Hasbro Interactive,0.5
Dreamfall Chapters,2014,Mature,Fantasy,7.9,289,Norway,Red Thread Games,0.49
Modern Combat 5: Blackout,2014,Not Rated,Action,7.9,78,Unknown,Unknown,0.48
Forgotten Memories: Alternate Realities,2015,Not Rated,Horror,7.9,34,Canada,Psychoz Interactive,0.46
Splatoon,2015,Everyone1Adults Only+,Fantasy,7.9,525,Japan,Nintendo Entertainment Analysis and Development (EAD) (I),0.44
Transistor,2014,Teen,Music,7.9,706,United States,Supergiant Games,0.44
FTL: Faster Than Light,2012,Everyone1Adults Only+,Sci-Fi,7.9,276,China,Subset Games,0.43
Zelda,1989,Not Rated,Fantasy,7.9,20,Japan,Nintendo,0.43
NHL 14,2013,Everyone1Adults Only+,Sport,7.9,139,Canada,EA sports Canada,0.42
Cory in the House,2008,Everyone,Family,7.9,145,United States,Handheld Games,0.42
Grand Chase,2003,Not Rated,Adventure,7.9,18,South Korea,Gamania Digital Entertainment Company,0.42
Dead or Alive 5 Ultimate,2013,Mature,Action,7.9,125,Japan,Team Ninja,0.42
My Little Pony: Pinkie Pie's Party,2008,Everyone,Unknown,7.9,11,United States,Webfoot Technologies,0.41
Harveys neue Augen,2011,Not Rated,Adventure,7.9,70,Germany,Daedalic Entertainment,0.39
Chicken Invaders 2: The Next Wave,2003,Not Rated,Sci-Fi,7.9,36,United States,InterAction Studios,0.39
Puppeteer,2013,Everyone1Adults Only+,Comedy,7.9,124,Japan,JapanStudio,0.39
Danny Phantom: Urban Jungle,2006,Everyone,Family,7.9,13,Japan,Altron,0.38
Nancy Drew: The Deadly Device,2012,Everyone1Adults Only+,Mystery,7.9,35,United States,Her Interactive Inc.,0.38
Sleeping Dogs: Zodiac Tournament,2012,Not Rated,Drama,7.9,51,United States,United Front Games,0.36
Gangstar Miami Vindication,2010,Mature,Crime,7.9,23,Unknown,Unknown,0.35
Agatha Christie: Death on the Nile,2007,Not Rated,Mystery,7.9,45,United States,Flood Light Games,0.35
Yume Nikki,2004,Teen,Horror,7.9,127,Japan,KikiyamaHP,0.35
Sorcerers of the Magic Kingdom,2012,Not Rated,Animation,7.9,41,United States,Unknown,0.33
MediEvil: Resurrection,2005,Teen,Fantasy,7.9,105,United States,Unknown,0.33
Heroes of Ruin,2012,Not Rated,Fantasy,7.9,10,United States,n-Space,0.33
Battle City,1985,Not Rated,Action,7.9,154,Japan,Namco,0.33
The Dog Island,2007,Everyone,Adventure,7.9,16,Japan,Yuke's Media Creations,0.33
Tales of Graces f,2010,Teen,Fantasy,7.9,90,Japan,Bandai Namco Games,0.32
The Wonderful 101,2013,Teen,Sci-Fi,7.9,82,Japan,Platinum Games,0.32
Bêsubôru Sutâ: Mezase Sankan Ô!!,1989,Not Rated,Sport,7.9,28,Japan,SNK,0.31
Mor. Utopia,2005,Not Rated,Horror,7.9,99,Russia,Devolver Digital,0.31
Wandâ Momo,1987,Not Rated,Fantasy,7.9,16,Japan,Namco,0.31
Moto Racer 2,1998,Not Rated,Unknown,7.9,27,United States,Delphine Software International (DSI),0.31
Saramanda,1986,Not Rated,Sci-Fi,7.9,84,Japan,Konami Industries,0.3
Life Weaver,2012,Not Rated,Adventure,7.9,16,United States,BGG Productions,0.3
Ilomilo,2010,Everyone,Adventure,7.9,22,Sweden,SouthEnd Interactive,0.3
Aquaria,2007,Not Rated,Fantasy,7.9,19,United States,Bit Blot,0.3
Super Man,1980,Not Rated,Unknown,7.9,11,Japan,Shoei Co.,0.29
MLB 11: The Show,2011,Everyone,Sport,7.9,40,United States,San Diego Studios,0.29
Mahou shoujo Madoka Magika pôtaburu,2012,Not Rated,Mystery,7.9,12,Japan,Banpresto,0.29
Forever Blue: Umi no yobigoe,2009,Not Rated,Adventure,7.9,31,Japan,Arika,0.29
Bleach Wii: Hakujin kirameku rondo,2006,Teen,Thriller,7.9,25,Japan,Polygon Magic,0.28
Pursuit Force: Extreme Justice,2007,Not Rated,Unknown,7.9,16,United States,BigBig Studios,0.28
Pro Evolution Soccer 3,2003,Not Rated,Sport,7.9,243,Japan,Unknown,0.28
Total War: Warhammer III,2022,Not Rated,Fantasy,7.9,21,United Kingdom,Creative Assembly,0.28
Flower,2009,Not Rated,Adventure,7.9,676,United States,Sony Computer Entertainment America,0.27
Guild Wars 2: End of Dragons,2022,Not Rated,Adventure,7.9,12,United States,ArenaNet,0.27
Yuugiou masutâ dueru,2022,Teen,Action,7.9,49,Japan,Konami Digital Entertainment,0.27
Gorky 17,1999,Not Rated,Sci-Fi,7.9,42,Poland,Metropolis Software,0.27
EA Sports MMA,2010,Not Rated,Sport,7.9,51,United States,EA Tiburon,0.26
Company of Heroes: Tales of Valor,2009,Mature,War,7.9,148,Canada,Relic Entertainment,0.26
Dislyte,2022,Not Rated,Musical,7.9,11,China,Lilith Games,0.26
Angry Birds Trilogy,2012,Everyone,Family,7.9,7,Finland,Rovio Entertainment,0.26
Poketto monsutâ Burakku,2010,Everyone,Family,7.9,718,Japan,GAME FREAK,0.26
Pokemon fushigi no danjon: Toki no tankentai,2007,Everyone,Unknown,7.9,90,Japan,Chun Soft,0.26
EcoQuest 1: The Search for Cetus,1991,Not Rated,Family,7.9,18,United States,Sierra Entertainment,0.25
"Warhammer 40,000: Dawn of War II - Chaos Rising",2010,Not Rated,Sci-Fi,7.9,164,Canada,Relic Entertainment,0.25
Diablo II: Resurrected,2021,Mature,Fantasy,7.9,50,United States,Blizzard Entertainment,0.24
MultiVersus,2022,Teen,Sci-Fi,7.9,156,United States,Player First Games,0.24
MAG,2010,Teen,Action,7.9,64,United States,Zipper Interactive Inc.,0.24
Neverwinter Nights: Hordes of the Underdark,2003,Not Rated,Fantasy,7.9,124,United States,Bioware,0.24
SimFarm,1993,Not Rated,Unknown,7.9,19,United States,Maxis Software Inc.,0.23
Epic Mickey,2010,Everyone,Adventure,7.9,365,United States,Junction Point Studios,0.23
Dragon Age: Origins - Witch Hunt,2010,Mature,Fantasy,7.9,17,Canada,Bioware,0.22
Devil May Cry 4: Special Edition,2015,Mature,Fantasy,7.9,33,Japan,Capcom Company,0.22
Mass Effect: Bring Down the Sky,2008,Mature,Sci-Fi,7.9,38,Canada,Bioware,0.22
Rule of Rose,2006,Mature,Mystery,7.9,238,Japan,Punchline Company,0.22
Cube Escape: Seasons,2015,Not Rated,Mystery,7.9,12,Netherlands,Rusty Lake,0.22
Empire: Total War,2009,Not Rated,Fantasy,7.9,737,United States,Creative Assembly,0.22
Cube Escape: Case 23,2015,Not Rated,Mystery,7.9,9,Netherlands,Rusty Lake,0.22
MySims: Agents,2009,Not Rated,Unknown,7.9,30,United States,Unknown,0.22
MySims Kingdom,2008,Everyone,Unknown,7.9,36,United States,Electronic Arts (EA),0.22
Mutazione,2019,Not Rated,Adventure,7.9,8,Unknown,Unknown,0.21
Rusty Lake: Roots,2016,Not Rated,Mystery,7.9,17,Netherlands,Rusty Lake,0.21
7.62,2009,Not Rated,Action,7.9,12,Russia,1C Company,0.21
Haegemonia: Legions of Iron,2002,Teen,Sci-Fi,7.9,7,Hungary,Digital Reality,0.2
The Division 2: Warlords of New York,2020,Not Rated,Unknown,7.9,12,Sweden,Unknown,0.2
Jurassic World Evolution 2,2021,Teen,Sci-Fi,7.9,174,United States,Frontier Developments,0.2
Anno 1404,2009,Not Rated,History,7.9,212,Germany,Related Designs,0.19
Oryunposu no tatakai - Ai no densetsu,1988,Not Rated,Fantasy,7.9,38,Japan,Infinity Co.,0.19
Kiki KaiKai: Nazo no kuro manto,1992,Everyone,Fantasy,7.9,34,Japan,Natsume,0.19
Dune,1992,Not Rated,Drama,7.9,168,France,Cyro Interactive,0.19
Valfaris,2018,Mature,Fantasy,7.9,15,United States,Steel Mantis,0.19
Gangstar Rio: City of Saints,2011,Mature,Crime,7.9,11,United States,Gameloft Divertissements,0.18
Graveyard Keeper,2018,Not Rated,Horror,7.9,13,Russia,Unknown,0.18
Blitz: The League 2,2008,Mature,Sport,7.9,38,United States,Midway Games,0.18
Pokémon Legends: Arceus,2022,Everyone,Fantasy,7.9,364,Japan,GAME FREAK,0.18
Rolling Sky,2016,Not Rated,Fantasy,7.9,10,United States,Cheetah Games,0.18
Friday Night Funkin',2020,Teen,Music,7.9,292,Canada,Newgrounds,0.17
Tales of Monkey Island,2010,Not Rated,Fantasy,7.9,18,United States,Telltale Games,0.17
Ryû ga gotoku 3,2009,Mature,Drama,7.9,464,Japan,Amusement Vision,0.17
Vector,2012,Everyone1Adults Only+,Sport,7.9,20,United States,Nekki,0.17
Stuart Little 3: Big Photo Adventure,2005,Not Rated,Family,7.9,15,United States,Magenta Software,0.17
Wallace & Gromit's Grand Adventures: Fright of the Bumblebees,2009,Not Rated,Comedy,7.9,55,United States,Aardman Animations,0.17
Kick Off 2,1990,Not Rated,Sport,7.9,29,United Kingdom,Anco Software,0.17
Dinosaur Game,2014,Not Rated,Comedy,7.9,19,United States,Google,0.16
Dead Reefs,2006,Not Rated,Adventure,7.9,10,Canada,Gamecues,0.16
The Banana Splits: Sloppy Nights,2020,Not Rated,Horror,7.9,10,United States,Unknown,0.15
Sam & Max Save the World Remastered,2020,Teen,Adventure,7.9,22,United States,Skunkape Games,0.15
Hoshi no Kâbî: Sanjou! Dorocchedan,2006,Everyone,Family,7.9,687,Japan,Flagship Co. Ltd.,0.15
Pro Evolution Soccer 5,2005,Everyone,Sport,7.9,45,Japan,Konami,0.15
Alarm für Cobra 11 - Vol. 3,2005,Not Rated,Action,7.9,16,Germany,Provox Games,0.15
The Last Campfire,2020,Not Rated,Adventure,7.9,58,United Kingdom,Hello Games,0.14
No More Heroes 2: Desperate Struggle,2010,Mature,Crime,7.9,223,Japan,Grasshopper Company,0.14
Creaks,2020,Not Rated,Adventure,7.9,95,Czech Republic,Amanita Design,0.14
Dragon Slayer,1984,Not Rated,Fantasy,7.9,25,Japan,Nihon Falcom Corporation,0.14
Disaster: Day of Crisis,2008,Not Rated,Thriller,7.9,41,Japan,Monolith Soft,0.14
Missed Messages,2019,Not Rated,Unknown,7.9,31,Unknown,Unknown,0.14
Rhodan: Myth of the Illochim,2008,Not Rated,Adventure,7.9,10,Germany,3D-io,0.14
Bloons TD 5,2011,Everyone,Family,7.9,61,New Zealand,Ninja Kiwi,0.14
Takarajima Z: Barubarosu no hihou,2007,Not Rated,Unknown,7.9,56,Japan,Unknown,0.14
Strong Bad's Cool Game for Attractive People Episode 2: Strong Badia the Free,2008,Everyone1Adults Only+,Fantasy,7.9,26,United States,Telltale Games,0.14
Alan Wake: The Signal,2010,Not Rated,Mystery,7.9,77,Finland,Remedy Entertainment,0.13
Order Up!,2008,Everyone,Comedy,7.9,18,United States,SuperVillian Studios,0.13
Ninja Gaiden II,2008,Mature,Fantasy,7.9,447,Japan,Team Ninja,0.13
Shadow Man Remastered,2021,Not Rated,Fantasy,7.9,9,United States,Valiant Games,0.13
Gibbous - A Cthulhu Adventure,2019,Not Rated,Horror,7.9,10,Romania,Stuck In Attic,0.13
TrackMania United,2006,Not Rated,Unknown,7.9,56,France,Nadeo,0.13
TrackMania Sunrise,2005,Not Rated,Unknown,7.9,42,France,Nadeo,0.13
TrackMania,2003,Not Rated,Unknown,7.9,60,France,Nadeo,0.13
Wan pisu: Anrimiteddo kuruuzu Episodo 1,2008,Not Rated,Comedy,7.9,28,Japan,Ganbarion,0.13
Streets of Rage 4,2020,Teen,Crime,7.9,364,France,DotEmu,0.12
Sam and Max: Moai Better Blues,2008,Teen,Comedy,7.9,66,United States,Telltale Games,0.12
Race Driver: Grid,2008,Not Rated,Sport,7.9,306,United Kingdom,Codemasters Software Company,0.12
Football Manager 2020,2019,Not Rated,Sport,7.9,77,United Kingdom,Sega,0.12
Shock Troopers,1997,Teen,War,7.9,12,Japan,Unknown,0.12
A Short Hike,2019,Not Rated,Adventure,7.9,169,Canada,Adamgryu,0.12
Boom Blox,2008,Not Rated,Family,7.9,74,United States,Electronic Arts (EA),0.12
The Misadventures of Flink,1994,Not Rated,Fantasy,7.9,13,United Kingdom,Psygnosis,0.11
Okamiden: Chiisaki Taiyo,2010,Not Rated,Fantasy,7.9,10,Japan,Mobile & Game Studio,0.11
Odin Sphere,2007,Teen,Fantasy,7.9,130,Japan,Vanilla Ware,0.11
The Legend of Kyrandia: Malcolm's Revenge,1994,Not Rated,Fantasy,7.9,48,United States,Westwood Studios Inc.,0.11
Gold and Glory: The Road to El Dorado,2000,Everyone,Adventure,7.9,33,United Kingdom,Planet Interactive,0.11
Firewall: Zero Hour,2018,Not Rated,Action,7.9,10,United States,Sony Interactive Entertainment,0.1
Batman,1989,Not Rated,Action,7.9,88,United Kingdom,Ocean,0.1
One Piece: Grand Adventure,2006,Not Rated,Fantasy,7.9,72,Japan,4 Kids Entertainment,0.1
Samurai Shodown,2019,Mature,Action,7.9,70,Japan,SNK,0.1
SpongeBob's Boating Bash,2010,Everyone,Sport,7.9,17,United States,Firebrand Games,0.1
Baba Is You,2019,Not Rated,Animation,7.9,79,Finland,Hempuli Oy,0.1
House Party,2017,Mature,Adventure,7.9,18,United States,Eek! Games,0.1
Dead Head Fred,2007,Mature,Comedy,7.9,63,United States,Unknown,0.1
Ys IX: Monstrum Nox,2019,Not Rated,Fantasy,7.9,24,Japan,Nihon Falcom Corporation,0.1
Ancient Evil,2019,Not Rated,Horror,7.9,20,United States,Treyarch,0.1
Oceanhorn 2: Knights of the Lost Realm,2019,Not Rated,Adventure,7.9,18,Finland,Cornfox and Brothers,0.09
Jazz Jackrabbit 2,1999,Not Rated,Adventure,7.9,166,United States,Epic MegaGames,0.09
Ai: Somuniumu Fairu,2019,Mature,Mystery,7.9,140,Japan,Mixter Ed Industries,0.09
Eliza,2019,Not Rated,Drama,7.9,25,United States,Unknown,0.09
Agatha Christie: Evil Under the Sun,2007,Not Rated,Crime,7.9,70,United Kingdom,AWE Games,0.09
Aquaman: War of the Water Worlds,1996,Adults Only,Fantasy,7.9,10,United States,Inverse Ink,0.09
LSD: Dream Emulator,1998,Teen,Thriller,7.9,19,Japan,Asmik Ace Entertainment,0.09
Iron Ladies 2048,2018,Not Rated,Sci-Fi,7.9,16,United States,Unknown,0.09
The Storm Guard: Darkness is Coming,2016,Not Rated,Fantasy,7.9,15,Unknown,Bitmen Studios,0.08
Overcooked 2,2018,Everyone,Adventure,7.9,287,United Kingdom,Ghost Town Games,0.08
Smurfs' Village,2010,Not Rated,Adventure,7.9,9,United States,Bongfish,0.08
Penumbra: Overture - Episode One,2007,Mature,Thriller,7.9,310,Sweden,Frictional Games,0.08
Girlvania: Summer Lust,2014,Not Rated,Romance,7.9,21,Unknown,Unknown,0.08
Grim Dawn: Forgotten Gods,2019,Not Rated,Fantasy,7.9,25,United States,Unknown,0.08
Torasuchii beru: Shopan no yume,2007,Teen,Drama,7.9,226,Japan,Tri-Crescendo,0.08
Kaubôi bibappu,1998,Not Rated,Sci-Fi,7.9,30,Japan,Bandai Entertainment Inc.,0.08
OZ,2005,Not Rated,Fantasy,7.9,15,Japan,Konami,0.08
"Simon the Sorcerer II: The Lion, the Wizard, and the Wardrobe",1995,Teen,Fantasy,7.9,124,United Kingdom,Adventure Soft,0.07
Inherit the Earth: Quest for the Orb,1994,Not Rated,Sci-Fi,7.9,26,United States,The Dreamers Guild,0.07
Hellbender,1996,Adults Only,Sci-Fi,7.9,62,United States,Terminal Reality,0.07
Star Trek Online,2010,Teen,Sci-Fi,7.9,400,United States,Cryptic Studios,0.07
Metal Slug Anthology,2006,Teen,Action,7.9,214,Japan,Nazca,0.07
Ace Combat 2,1997,Teen,Sci-Fi,7.9,85,Japan,Namco,0.07
Killzone: Liberation,2006,Teen,War,7.9,173,United Kingdom,Guerrilla Games,0.07
Afrika,2008,Not Rated,Unknown,7.9,14,United States,Rhino Studios,0.07
God Hand,2006,Mature,Comedy,7.9,285,Japan,Clover Studio Company,0.07
Vuarukiri purofairu 2: Shirumeria,2006,Teen,Fantasy,7.9,112,Japan,Tri-Ace Inc.,0.07
Dragon Ball Z: Sparking! NEO,2006,Teen,Thriller,7.9,388,Japan,Spike Co. Ltd.,0.07
Die Siedler,1993,Not Rated,Unknown,7.9,81,Germany,Blue Byte,0.07
Major Stryker,1993,Not Rated,Sci-Fi,7.9,18,United States,Apogee Software Ltd.,0.07
Bokura no taiyô DS: Django & Sabata,2006,Everyone1Adults Only+,Adventure,7.9,24,Japan,Kojima Productions,0.07
Nuke Snake,1990,Not Rated,Family,7.9,26,United States,Apple,0.07
Liero,1999,Not Rated,War,7.9,32,Finland,Unknown,0.07
Patrician III,2003,Not Rated,Adventure,7.9,15,Germany,Ascaron Entertainment,0.07
Dropper,1987,Not Rated,Family,7.9,12,United States,Unknown,0.06
King's Quest III: To Heir Is Human,2006,Not Rated,Fantasy,7.9,45,Australia,Infamous Adventures,0.06
Metal Gear Solid: Portable Ops,2006,Mature,Drama,7.9,899,Japan,Kojima Productions,0.06
World Cup 98,1998,Not Rated,Sport,7.9,107,United States,EA Sports,0.06
The Godfather: Mob Wars,2006,Mature,Drama,7.9,363,United States,Electronic Arts (EA),0.06
Jet Moto 2,1997,Not Rated,Fantasy,7.9,31,United States,SingleTrac Entertainment Technologies Inc.,0.06
Justice League Heroes,2006,Teen,Fantasy,7.9,452,United States,Sensory Sweep,0.06
Full Spectrum Warrior: Ten Hammers,2006,Not Rated,Adventure,7.9,31,United States,Pandemic Production,0.06
Agatha Christie: Murder on the Orient Express,2006,Not Rated,Mystery,7.9,356,United States,AWE Games,0.06
EverQuest II: Kingdom of Sky,2006,Not Rated,Fantasy,7.9,22,United States,Sony Online Entertainment,0.06
Saru gecchu 3,2005,Everyone1Adults Only+,Comedy,7.9,103,Japan,Sony Computer Entertainment,0.06
Microsoft Flight Simulator X,2006,Not Rated,Unknown,7.9,133,United States,Microsoft Studios,0.05
Destroy All Humans! 2,2006,Teen,Comedy,7.9,488,United States,Pandemic Production,0.05
Heroes of the Pacific,2005,Teen,War,7.9,34,Australia,IR Gurus,0.05
Constructor,1997,Teen,Crime,7.9,35,United States,System 3 Software Ltd.,0.05
Guitar Hero,2005,Teen,Musical,7.9,995,United States,Harmonix Music Systems,0.05
Rockman Zero 4,2005,Everyone,Sci-Fi,7.9,97,Japan,Capcom Company,0.05
Midnight Resistance,1989,Not Rated,Sci-Fi,7.9,63,Japan,Data East,0.05
Gunstar Heroes,1993,Adults Only,Sci-Fi,7.9,180,Japan,Treasure Co. Ltd.,0.05
Peter Pan: A Story Painting Adventure,1993,Not Rated,Adventure,7.9,9,United States,EA*Kids,0.05
Brothers in Arms: Earned in Blood,2005,Not Rated,War,7.9,387,United States,Gearbox Software,0.05
AMBER: Journeys Beyond,1996,Not Rated,Horror,7.9,23,United States,Hue Forest Entertainment,0.05
Inuyasha: Ôgi ranbu,2005,Teen,Fantasy,7.9,65,Japan,Eighting Co. Ltd.,0.05
Nickelodeon: Aaahh!!! Real Monsters,1995,Adults Only,Adventure,7.9,60,United States,Realtime Associates,0.05
ToCA Race Driver 2,2004,Not Rated,Sport,7.9,67,United Kingdom,Codemasters Software Company,0.05
Lumines: Puzzle Fusion,2004,Everyone1Adults Only+,Unknown,7.9,50,Japan,Q? Entertainment,0.05
Dead Man's Hand,2004,Teen,Western,7.9,52,United States,Human Head Studios,0.04
Road Rash II,1992,Not Rated,Sport,7.9,116,United States,Electronic Arts (EA),0.04
Gundam: Battle Assault 2,2002,Teen,Action,7.9,16,Japan,Bandai Visual Company,0.04
Shin sangoku musô 4,2005,Teen,Fantasy,7.9,197,Japan,Koei,0.04
Puro yakyuuu Famirî sutajiamu,1986,Not Rated,Sport,7.9,46,Japan,Namco,0.04
Donald Starring in Maui Mallard,1995,Not Rated,Adventure,7.9,103,United States,Bonsai Entertainment,0.04
Dracula Unleashed,1993,Not Rated,Horror,7.9,42,United States,ICOM Simulations Inc.,0.04
The Black Mirror,2004,Mature,Thriller,7.9,291,United Kingdom,Unknown Identity,0.04
ObsCure,2004,Mature,Drama,7.9,361,France,Hydravision,0.04
Zeonic Front: Kidô senshi Gundam 0079,2001,Teen,Sci-Fi,7.9,12,Japan,Bandai Co. Ltd.,0.04
Full Throttle,1987,Not Rated,Sport,7.9,36,Japan,Taito,0.04
The Incredible Hulk: Ultimate Destruction,2005,Teen,Sci-Fi,7.9,450,United States,Interactive Associates,0.04
Conquests of the Longbow: The Legend of Robin Hood,1991,Not Rated,Adventure,7.9,33,United States,Sierra Entertainment,0.04
The Lost Mind of Dr. Brain,1995,Not Rated,Family,7.9,27,United States,Unknown,0.03
Soulcalibur III,2005,Teen,Mystery,7.9,844,Japan,Namco,0.03
John Saul's Blackstone Chronicles,1998,Not Rated,Mystery,7.9,14,United States,Forge Interactive,0.03
Project Gotham Racing 2,2003,Everyone,Unknown,7.9,112,United States,Bizarre Creations,0.03
James Pond II: Codename Robocod,1992,Not Rated,Fantasy,7.9,109,United Kingdom,Creature Labs,0.03
Heroes of Might and Magic,1995,Not Rated,Fantasy,7.9,240,United States,New World Computing,0.03
Brothers in Arms: Road to Hill 30,2005,Mature,War,7.9,526,United States,Unknown,0.03
Space Quest V: The Next Mutation,1993,Not Rated,Sci-Fi,7.9,100,United States,Sierra Entertainment,0.03
KKND Xtreme,1997,Teen,Adventure,7.9,18,Australia,Melbourne House,0.03
Frequency,2001,Everyone,Sci-Fi,7.9,33,United States,Harmonix Music Systems,0.03
Jurassic Park: Scan Command,2001,Not Rated,Action,7.9,28,United States,Knowledge Adventure,0.03
MechAssault 2: Lone Wolf,2004,Teen,Action,7.9,44,United States,Day 1 Studios,0.03
Destrega,1998,Teen,Drama,7.9,20,Japan,Koei,0.03
NeoGeo Battle Coliseum,2005,Not Rated,Adventure,7.9,31,Japan,SNK/Playmore,0.03
Pirates!,2004,Not Rated,Adventure,7.9,263,United States,Firaxis Games Inc.,0.03
Metal Slug 2,1998,Not Rated,Adventure,7.9,446,Japan,SNK,0.03
FX Fighter,1995,Not Rated,Action,7.9,19,United Kingdom,Argonaut Games,0.03
Antietam!,1999,Mature,War,7.9,10,United States,Unknown,0.03
Back to the Future Video Slots,2004,Not Rated,Sci-Fi,7.9,48,United States,Nina Saxon Film Design,0.03
Soldiers: Heroes of World War II,2004,Not Rated,War,7.9,34,United Kingdom,Best Way,0.03
Impossible Creatures,2002,Teen,Sci-Fi,7.9,56,United States,Relic Entertainment,0.03
Quest for Glory III: Wages of War,1992,Not Rated,Adventure,7.9,85,United States,Sierra Entertainment,0.03
Hoshi no Kirby: Yume no izumi no monogatari,1993,Everyone,Family,7.9,989,Japan,HAL America,0.03
Ikaruga,2002,Everyone,Sci-Fi,7.9,121,Japan,Treasure Co. Ltd.,0.03
OutRun 2,2003,Everyone,Unknown,7.9,41,Japan,SEGA/AM2 Company,0.02
M.O.V.I.E.,1986,Not Rated,Mystery,7.9,21,United Kingdom,Imagine,0.02
EverQuest: Lost Dungeons of Norrath,2003,Not Rated,Fantasy,7.9,22,United States,Audio Godz,0.02
Battle Engine Aquila,2003,Teen,Sci-Fi,7.9,14,United Kingdom,Lost Toys,0.02
Extreme Skate Adventure,2003,Everyone,Family,7.9,95,United States,Toys For Bob,0.02
Firefighter F.D.18,2004,Teen,Mystery,7.9,10,Japan,Konami Computer Entertainment,0.02
Knight Lore,1984,Not Rated,Unknown,7.9,36,United Kingdom,Ultimate Play the Game,0.02
Fairlight,1985,Not Rated,Adventure,7.9,11,United Kingdom,The Edge,0.02
Shin sangoku musô 3 mushôden,2003,Teen,Fantasy,7.9,46,Japan,Koei,0.02
Clock Tower 2,1996,Mature,Mystery,7.9,174,Japan,Human Entertainment,0.02
Rainbow Six 3: Raven Shield,2003,Mature,Thriller,7.9,332,Canada,Ubisoft Montreal,0.02
Uru: Ages Beyond Myst,2003,Everyone,Mystery,7.9,100,Canada,Cyan Inc.,0.02
Nox,2000,Not Rated,Adventure,7.9,171,United States,Westwood Studios Inc.,0.02
Rockman Zero 2,2003,Everyone,Sci-Fi,7.9,110,Japan,Capcom Company,0.01
Melty Blood,2002,Not Rated,Horror,7.9,21,Japan,Type-Moon,0.01
Giants,2000,Not Rated,Unknown,7.9,7,United States,Interplay Entertainment,0.01
Bakumatsu roman daini tobari: Gekka no kenshi,1998,Teen,Adventure,7.9,43,Japan,SNK/Playmore,0.01
Phantasy Star II,1989,Not Rated,Sci-Fi,7.9,103,Japan,Sega,0.01
Garfield: Caught in the Act,1995,Adults Only,Adventure,7.9,34,United States,Novotrade,0.01
Ghost Recon: Island Thunder,2002,Mature,War,7.9,104,United Kingdom,Red Storm Entertainment,0.01
Inuyasha: Sengoku otogi kassen,2002,Teen,Mystery,7.9,55,Japan,Dimps Corporation,0.01
Samurai Spirits: Amakusa kourin,1996,Not Rated,Action,7.9,52,Japan,SNK/Playmore,0.01
Arc the Lad: Seirei no kôkon,2003,Teen,Fantasy,7.9,73,Japan,Cattle Call,0.01
Advance Wars 2: Black Hole Rising,2003,Everyone,Fantasy,7.9,86,Japan,Intelligent Systems,0.01
Shogun: Total War,2000,Teen,History,7.9,255,United States,Creative Assembly,0.01
King's Field III,1996,Teen,Action,7.9,23,Japan,From Software,0.01
Army Men: Air Tactics,2000,Everyone,Adventure,7.9,9,United States,The 3DO Company,0.01
Star Ocean,1996,Not Rated,Fantasy,7.9,62,Japan,Tri-Ace Inc.,0.01
Vietcong,2002,Not Rated,War,7.9,210,Czech Republic,Illusion Softworks,0.01
Star Trek 25th Anniversary,1992,Not Rated,Sci-Fi,7.9,139,United States,Unknown,0.1
Robotech: Battlecry,2002,Teen,Sci-Fi,7.9,82,United States,Vicious Cycle Software Inc.,0.06
Legaia: Duel Saga,2001,Teen,Fantasy,7.9,32,Japan,Contrail,0.04
Gladius,2003,Not Rated,Adventure,7.9,155,United States,LucasArts Entertainment Company,0.03
Shin sangoku musô 2,2001,Teen,Fantasy,7.9,154,Japan,Koei,0.03
Final Fight,1989,Teen,Crime,7.9,517,Japan,Capcom Company,0.02
SpongeBob SquarePants: Employee of the Month,2002,Everyone,Family,7.9,83,United States,AWE Games,0.01
Headhunter,2001,Mature,Mystery,7.9,85,Sweden,Amuze,0.01
Prisoner of War,2002,Teen,War,7.9,58,United Kingdom,Wide Games,0.01
