Name,year,esrp,genre,rate,vote,country,company
Praetorians,2003,20032003,ActionHistoryWar,7.8,36,Spain,Pyro Studios
Space Quest: Vohaul Strikes Back,2011,20112011,Adventure,7.8,9,United States,Team VSB
Shock Wave,1994,19941994K-AK-A,ActionSci-Fi,7.8,6,United States,Electronic Arts Productions
Men of War: Assault Squad,2012,20122012,Action,7.8,23,United Kingdom,
Sins of a Solar Empire,2008,20082008,ActionSci-Fi,7.8,38,Canada,Ironclad Games
Fainaru fantajî XIV: Shinsei eoruzea,2012,20122012TT,ActionAdventureFantasy,7.8,225,Japan,Square Enix Company
The Adventures of Tintin: Secret of the Unicorn iOS,2011,20112011,Adventure,7.8,19,France,Gameloft
X-COM: Terror from the Deep,1995,19951995,ActionHorrorSci-Fi,7.8,68,United Kingdom,MicroProse Software Inc.
The Unfinished Swan,2012,20122012,AdventureMystery,7.8,403,United States,Giant Sparrow
Pillars of Eternity,2015,20152015MM,ActionAdventureFantasy,7.8,440,United States,Obsidian Entertainment
Tesla Effect,2014,20142014,AdventureMysterySci-Fi,7.8,142,United States,Big Finish Games
Snow Bros.: Nick & Tom,1990,19901990,ActionFantasy,7.8,66,Japan,Toaplan
Killzone: Mercenary,2013,20132013MM,ActionSci-FiWar,7.8,147,United Kingdom,Guerrilla Games
Dance Central 3,2012,20122012TT,ActionAdventureMusical,7.8,43,United States,Backbone Entertainment
LittleBigPlanet PS Vita,2012,20122012,AdventureComedyFamily,7.8,168,United Kingdom,Double Eleven
New Sûpâ Mario burazâzu U,2012,20122012EE,ActionAdventureFamily,7.8,1.5K,Japan,Nintendo
Freedom Planet,2014,20142014E10+E10+,ActionAdventureSci-Fi,7.8,53,United States,GalaxyTrail
Seinto Seiya senki,2011,20112011,ActionFantasy,7.8,14,Japan,Dimps Corporation
Hokuto muso,2010,20102010MM,ActionFantasy,7.8,48,Japan,
Strider 2,1999,19991999EE,,7.8,29,Japan,Capcom Company
Horn,2012,20122012,Adventure,7.8,8,United States,Phosphor Games
Dust: An Elysian Tail,2012,20122012E10+E10+,ActionAdventureFantasy,7.8,341,United States,Humble Hearts
Formula 1: 2011,2011,20112011EE,Sport,7.8,62,United Kingdom,Codemasters Software Company
PO'ed,1995,19951995MM,ActionComedySci-Fi,7.8,10,United States,Any Channel
ShootMania,2013,20132013Not RatedNot Rated,Action,7.8,6,United States,Nadeo
Tetris,1988,19881988,Family,7.8,56,Japan,Sega Enterprises
Thomas Was Alone,2012,20122012EE,AdventureSci-Fi,7.8,321,United Kingdom,THQ
God of War: Ascension,2013,20132013MM,ActionAdventureFantasy,7.8,2.9K,United States,SCEA Santa Monica Studios
Ninja Ryûkenden,1989,19891989,ActionFantasy,7.8,71,Japan,Strong Team
Runaway: A Twist of Fate,2009,20092009,AdventureCrimeMystery,7.8,44,Spain,Péndulo Studios
Krull,1983,19831983,ActionAdventureFantasy,7.8,29,United States,D. Gottlieb & Co.
Binary Domain,2012,20122012MM,ActionSci-FiThriller,7.8,427,Japan,Ryu Ga Gotoku Studio
Darksiders II,2012,20122012MM,ActionAdventureFantasy,7.8,1.8K,United States,Vigil Games
Zombie Squash,2012,20122012,Action,7.8,12,United States,ACW Games
Nikita: Codebreaker,2012,20122012,Action,7.8,11,United States,Retrofit Films
Psychic 5,1987,19871987,ActionFamilyFantasy,7.8,8,Japan,NMK
The Goonies,1986,19861986,ActionAdventureFamily,7.8,47,Japan,Konami Industries
Pandora no tou: Kimi no moto e kaerumade,2011,20112011TT,ActionAdventureFantasy,7.8,28,Japan,Ganbarion
The Jackbox Party Pack 3,2016,20162016,ComedyGame-Show,7.8,5,United States,Jackbox Games
Kingdoms of Amalur: Reckoning,2012,20122012MM,ActionAdventureFantasy,7.8,909,United States,38 Studios
Doctor Who: The Adventure Games - The Gunpowder Plot,2011,20112011,AdventureSci-Fi,7.8,77,United Kingdom,BBC Wales
TuneLand - Starring Howie Mandel,1993,19931993K-AK-A,AdventureFamilyMusic,7.8,8,United States,7th Level Productions
Nancy Drew: Alibi in Ashes,2011,20112011EE,AdventureMystery,7.8,47,United States,Her Interactive Inc.
Biburibon,1999,19991999EE,Music,7.8,36,Japan,Nana-On Sha
Luigi's Mansion: Dark Moon,2013,20132013EE,ActionAdventureFantasy,7.8,870,Japan,Next Level Games
Rise of Nightmares,2011,20112011,Horror,7.8,38,Japan,
Major League Baseball 2K11,2011,20112011EE,Sport,7.8,13,United States,2K Sports
Akumajô Dracula: Ubawareta Kokuin,2008,20082008,ActionAdventureFantasy,7.8,105,Japan,Konami Computer Entertainment
Debiru sabaibâ 2,2011,20112011,,7.8,34,Japan,Atlus
The Centennial Case: A Shijima Story,2022,20222022TT,Mystery,7.8,7,Japan,Square Enix Holdings
Sonic the Hedgehog 2 Absolute,2022,20222022,ActionAdventureFamily,7.8,5,United States,Sega
Lego Harry Potter: Years 5-7,2011,20112011E10+E10+,ActionAdventureFantasy,7.8,1.4K,United States,LEGO
Tsumi to batsu: Uchuu no koukeisha,2009,20092009TT,ActionAdventureSci-Fi,7.8,40,Japan,
Star Fox 64 3D,2011,20112011E10+E10+,ActionFamilySci-Fi,7.8,134,Japan,Nintendo Entertainment Analysis and Development (EAD) (I)
Reigns,2016,20162016TT,AdventureComedyFantasy,7.8,6,United States,Nerial
Half-Life: Field Intensity,2022,20222022MM,ActionSci-FiThriller,7.8,9,Ukraine,Hazard Team
TUNIC,2022,20222022E10+E10+,ActionAdventureFantasy,7.8,67,United States,Isometricorp Games
Reiton-kyôju VS Gyakuten saiban,2012,20122012TT,AdventureCrimeDrama,7.8,108,Japan,Level-5
Shatter,2009,20092009EE,ActionAdventureSci-Fi,7.8,13,New Zealand,Sidhe Interactive
TV Superstars,2010,20102010,Game-Show,7.8,14,United Kingdom,SCE Studio Cambridge
Dance Central,2010,20102010TT,Musical,7.8,70,United States,Harmonix Music Systems
Heavy Rain: Chronicle One - The Taxidermist,2010,20102010MM,CrimeMysteryThriller,7.8,207,France,Quantic Dream
Digimon World,1999,19991999TT,Action,7.8,132,United States,Bandai
CR: Titanic,2011,20112011,Drama,7.8,16,Japan,Twentieth Century Fox
Killzone 3,2011,20112011MM,ActionSci-FiWar,7.8,1.6K,Netherlands,Guerrilla Games
Sifu,2022,20222022MM,ActionAdventure,7.8,261,France,Sloclap
Evil Genius,2004,20042004,,7.8,44,United States,Elixir Studios
NHL 11,2010,20102010,Sport,7.8,117,Canada,Electronic Arts (EA)
Michael Jackson: The Experience,2010,20102010E10+E10+,FamilyMusic,7.8,124,France,Ubisoft Montpellier Studio
Wallace & Gromit's Grand Adventures: The Bogey Man,2009,20092009,AdventureComedyFamily,7.8,27,United States,Telltale Games
Crysis 2,2011,20112011MM,ActionMysterySci-Fi,7.8,5K,United Kingdom,Crytek Studios
Doctor Who: The Adventure Games - Blood of the Cybermen,2010,20102010,AdventureSci-Fi,7.8,73,United Kingdom,BBC Wales
Fate,2005,20052005,Adventure,7.8,17,United States,Encore Software
Corpse Party,2021,20212021MM,AdventureHorrorMystery,7.8,6,Japan,5pb.
Yoga Wii,2009,20092009EE,Sport,7.8,8,United States,Resnick Interactive Development
Nerf: Legends,2021,20212021,ActionSport,7.8,5,United States,
Scott Pilgrim vs. the World: The Game,2010,20102010TT,ActionAdventureComedy,7.8,329,United States,Closed on Mondays Entertainment
Napoleon: Total War,2010,20102010,ActionHistoryWar,7.8,448,United States,Creative Assembly
Star Wars: The Old Republic - Legacy of the Sith,2022,20222022,ActionAdventureFantasy,7.8,26,United States,Bioware
The Wild at Heart,2021,20212021E10+E10+,ActionAdventureFamily,7.8,5,United States,Moonlight Kids
GT Legends,2005,20052005,Sport,7.8,21,United Kingdom,Blimey Games
Pokepâku Wii: Pikachu no daibouken,2009,20092009EE,,7.8,52,Japan,
Metal Gear Rising: Revengeance,2013,20132013MM,ActionAdventureSci-Fi,7.8,2.3K,Japan,Kojima Productions
Darksiders,2010,20102010MM,ActionAdventureFantasy,7.8,2.3K,United States,PCB Productions
One Night at Flumpty's 3,2021,20212021MM,ComedyHorror,7.8,8,United States,
Metro 2033 Redux,2014,20142014MM,ActionAdventureHorror,7.8,204,Ukraine,4A Games
Dragon Age II: Legacy,2011,20112011MM,ActionAdventureFantasy,7.8,14,Canada,Bioware
Dragon Age: Origins - The Stone Prisoner,2009,20092009MM,ActionAdventureFantasy,7.8,16,Canada,Bioware
Mass Effect 2: Arrival,2011,20112011MM,ActionAdventureSci-Fi,7.8,43,Canada,Bioware
Quake Mission Pack No. 2: Dissolution of Eternity,1997,19971997MM,ActionAdventureFantasy,7.8,8,United States,Rogue Entertainment
Lone Echo II,2021,20212021,,7.8,6,United States,Ready at Dawn Studios
Wii Sports Resort,2009,20092009EE,ActionFamilySport,7.8,1.4K,Japan,Nintendo
Lego Tower,2019,20192019EE,Animation,7.8,6,United States,NimbleBit
Death's Door,2021,20212021TT,ActionAdventureFantasy,7.8,132,,Acid Nerve
Tales of Monkey Island: Chapter 2 - The Siege of Spinner Cay,2009,20092009,AdventureComedyFantasy,7.8,217,United States,LucasArts Entertainment Company
Silent Hill: Shattered Memories,2009,20092009MM,DramaHorrorMystery,7.8,959,United Kingdom,Climax
Sinking Island,2007,20072007TT,AdventureMystery,7.8,32,France,White Birds Productions
Tales of Monkey Island: Chapter 1 - Launch of the Screaming Narwhal,2009,20092009E10+E10+,AdventureComedyFantasy,7.8,298,United States,LucasArts Entertainment Company
NHL 09,2008,20082008,Sport,7.8,100,Canada,Electronic Arts (EA)
Jalopy,2016,20162016EE,Adventure,7.8,5,United Kingdom,Minskworks
Overboard!,2021,20212021,Crime,7.8,6,United Kingdom,Inkle
Adventure Time: Card Wars,2014,20142014EE,AnimationActionAdventure,7.8,7,United States,Kung Fu Factory
Nancy Drew: The Haunting of Castle Malloy,2008,20082008EE,AdventureMysteryRomance,7.8,57,United States,Her Interactive Inc.
Divine Divinity,2002,20022002,ActionAdventureFantasy,7.8,76,Belgium,Larian Studios
The Godfather II: Crime Rings,2008,20082008,Crime,7.8,39,United States,Electronic Arts (EA)
Red Solstice 2: Survivors,2021,20212021,,7.8,10,United States,Pit Stop Productions
Sora bureida,1992,19921992,AdventureFantasy,7.8,46,Japan,Enix
Teenage Mutant Ninja Turtles: Smash-Up,2009,20092009E10+E10+,ActionComedyFamily,7.8,67,United States,Game Arts Co.
Call of Juarez: Bound in Blood,2009,20092009,ActionAdventureWestern,7.8,992,Poland,Techland
Hrot,2021,20212021MM,ActionAdventureHorror,7.8,6,United States,Spytihnev
PewDiePie's Tuber Simulator,2016,20162016EE,AdventureComedy,7.8,16,United States,Outerminds
Jump King,2019,20192019EE,ActionAdventure,7.8,14,United States,Nexile
SteamWorld Heist,2015,20152015E10+E10+,ActionAdventureFantasy,7.8,17,United States,Image & Form
Battlestations: Pacific,2009,20092009,War,7.8,40,Hungary,Eidos
Poketto monsutâ Shainingu pâru,2021,20212021EE,ActionAdventureFantasy,7.8,298,Japan,ILCA
NHL 17,2016,20162016E10+E10+,Sport,7.8,10,Canada,EA Canada
Guilty Gear: Strive,2021,20212021TT,ActionFantasySci-Fi,7.8,75,Japan,Arc System Works
Dishidia: Fainaru fantajî,2008,20082008TT,ActionAdventureDrama,7.8,325,Japan,Square Enix Company
Too Much Water,2020,20202020,Adventure,7.8,8,Canada,
Changed,2018,20182018,AnimationActionAdventure,7.8,7,China,DragonSnow
Dragon Raja,2019,20192019,ActionAdventureFantasy,7.8,6,China,
The Tales of Bingwood,2008,20082008,ActionAdventureComedy,7.8,14,Finland,BugFactory
Godzilla: Unleashed,2007,20072007E10+E10+,ActionFantasy,7.8,141,United States,Pipeworks
Death Gate,1994,19941994,Adventure,7.8,10,United States,
One Piece: Pirates' Carnival,2006,20062006EE,,7.8,8,,
Assignment: Ada,2005,20052005,ActionAdventureHorror,7.8,17,Japan,Capcom Company
Inmost,2020,20202020E10+E10+3h 20m,ActionAdventureHorror,7.8,21,Lithuania,Hidden Layer Games
BTS Chat (Simulator),2020,20202020,Fantasy,7.8,13,,
Tannenberg,2017,20172017,War,7.8,15,Netherlands,BlackMill Games
The House of Da Vinci II,2020,20202020,Adventure,7.8,5,Slovakia,Blue Brain Games
Kingdom Hearts III Re:Mind,2020,20202020,ActionAdventureFamily,7.8,56,Japan,Square Enix Company
Dark Souls II: Crown of the Old Iron King,2014,20142014,ActionAdventureFantasy,7.8,84,Japan,From Software
Fahrenheit: Indigo Prophecy Remastered,2015,20152015,ActionCrimeFantasy,7.8,118,,Aspyr Media
Guitar Hero: Metallica,2009,20092009,FamilyMusic,7.8,482,United States,Activision
The Lord of the Rings: Rise to War,2020,20202020,ActionHistoryWar,7.8,9,United States,NetEase Games
Super Mario Stadium: Family Baseball,2008,20082008EE,ActionFamilyFantasy,7.8,240,Japan,Namco Bandai Games
Spider-Man: Web of Shadows,2008,20082008TT,ActionAdventureCrime,7.8,1.3K,United States,Marvel Enterprises
"Warhammer 40,000: Dawn of War II",2009,20092009,ActionFantasySci-Fi,7.8,360,United States,Relic Entertainment
Kaeru no tame ni kane wa naru,1992,19921992,ActionAdventure,7.8,5,Japan,
Diner Dash,2003,20032003,,7.8,40,United States,Gamelab
The Missing: J.J. Macfield and the Island of Memories,2018,20182018,AdventureDramaHorror,7.8,19,Japan,White Owls
Family Matters,2018,20182018,CrimeDramaRomance,7.8,6,United States,
Xenon 2: Megablast,1989,19891989,Sci-Fi,7.8,6,United States,The Bitmap Brothers
Janpu arutimetto sutâzu,2006,20062006,ActionFantasySci-Fi,7.8,34,Japan,Ganbarion
Oh No! More Lemmings,1991,19911991,,7.8,26,United Kingdom,DMA Design
Mystic Warriors,1993,19931993,Adventure,7.8,6,Japan,
Dreaming Mary,2014,20142014TT,AdventureFantasyHorror,7.8,5,United States,Accha
Sengoku musô: Katana,2007,20072007TT,ActionAdventureFantasy,7.8,21,Japan,Koei
Riviera: The Promised Land,2007,20072007TT,Adventure,7.8,14,United States,Sting
Tsuinbi reinbo beru adobencha,1994,19941994,Action,7.8,5,Japan,
Lotus Esprit Turbo Challenge,1990,19901990,Sport,7.8,43,United Kingdom,Gremlin Graphics
Zeruda no densetsu: Mugen no sunadokei,2007,20072007EE,ActionAdventureFantasy,7.8,991,Japan,Nintendo Entertainment Analysis and Development (EAD) (I)
Children of Morta,2019,20192019,Action,7.8,72,United States,Dead Mage
The Pathless,2020,20202020TT,ActionAdventureFantasy,7.8,95,United States,Giant Squid
Lego Indiana Jones: The Original Adventures,2008,20082008E10+E10+,ActionAdventureComedy,7.8,2.1K,United Kingdom,LEGO
Lego Batman: The Videogame,2008,20082008E10+E10+,ActionAdventureFantasy,7.8,3.4K,United Kingdom,DC Comics
Talking Tom Hero Dash,2019,20192019EE,AnimationComedyFamily,7.8,19,United States,Outfit7
Bureiburi Deforuto II,2021,20212021TT,AdventureFantasy,7.8,44,Japan,Claytechworks
Resident Evil 3,2020,20202020MM,ActionHorrorSci-Fi,7.8,3.4K,Japan,Capcom Company
Ratchet & Clank Collection,2012,20122012E10+E10+,ActionAdventureComedy,7.8,24,United States,Idol Minds
Empire: The World's Best Movie Quiz,2006,20062006,,7.8,6,United Kingdom,Spirit Entertainment
Lost Ember,2019,20192019,Adventure,7.8,31,Germany,Mooneye Studios
GTFO,2019,20192019,ActionHorror,7.8,16,Sweden,10 Chambers Collective
Star Wars Battlefront: Renegade Squadron,2007,20072007,ActionAdventureFantasy,7.8,313,United States,Rebellion Developments Ltd.
Skate.,2007,20072007TT,ActionAdventureSport,7.8,375,Canada,Electronic Arts Blackbox
Super Paper Mario,2007,20072007EE,ActionAdventureFamily,7.8,593,Japan,Intelligent Systems
Ninja Gaiden Sigma,2007,20072007MM,ActionAdventureFantasy,7.8,267,Japan,Team Ninja
Toshinden 2X PP,2004,20042004,ActionAdventureDrama,7.8,14,Japan,Takara
Seiken densetsu 3: Trials of Mana,2020,20202020,AdventureFantasy,7.8,64,Japan,
Kindergarten 2,2019,20192019,ComedyHorrorMystery,7.8,30,United States,Con Man Games
SpellForce 3: Soul Harvest,2019,20192019,Fantasy,7.8,11,Germany,Grimlore Games
We Happy Few: Lightbearer,2019,20192019,Mystery,7.8,19,Canada,Compulsion Games
198X,2019,20192019TT,Action,7.8,28,Sweden,Hi-Bit Studios
Angelo & Deemon: One Hell of a Quest,2019,20192019,Adventure,7.8,6,United States,
Deathloop,2021,20212021MM,ActionAdventureMystery,7.8,615,France,Blindlight
Inazuma Irebun,2008,20082008,Sport,7.8,20,Japan,Level-5
Kill La Kill If,2019,20192019MM,AnimationActionComedy,7.8,74,Japan,A+ Games
Sexy Beach 3,2006,20062006,Action,7.8,13,Japan,Illusion
Nickelodeon 3D Movie Maker,1996,19961996,Family,7.8,32,United States,Viacom New Media
The Lord of the Rings Online,2007,20072007TT,ActionAdventureFantasy,7.8,522,United States,Tolkien Enterprises
All-Pro Football 2K8,2007,20072007,Action,7.8,25,United States,Visual Concepts
Total Club Manager 2004,2003,20032003,Sport,7.8,34,Germany,Electronic Arts (EA)
Joint Operations: Escalation,2004,20042004TT,ActionAdventureWar,7.8,19,United States,NovaLogic
Anno 1701,2006,20062006,,7.8,92,Germany,Related Designs
Anstoss,1993,19931993,Sport,7.8,8,Germany,Ascaron GmbH
Die Siedler III,1998,19981998,,7.8,89,Germany,Blue Byte
Thrillville,2006,20062006E10+E10+,ActionAdventureFamily,7.8,93,United States,LucasArts Entertainment Company
Heavenly Sword,2007,20072007TT,ActionAdventureFantasy,7.8,1.1K,United Kingdom,Ninja Theory
Thunder Force III,1990,19901990K-AK-A,ActionAdventureFantasy,7.8,41,Japan,Technosoft Co. Ltd.
Oddworld Adventures,1998,19981998,AdventureSci-Fi,7.8,30,United States,Oddworld Inhabitants
Kokumeikan: Trap Simulation Game,1996,19961996TT,ActionCrimeFantasy,7.8,22,Japan,Tecmo
Rise of Nations: Rise of Legends,2006,20062006,FantasySci-Fi,7.8,111,United States,Big Huge Games
Splinter Cell: Double Agent,2006,20062006MM,ActionAdventureThriller,7.8,2.2K,Canada,Ubisoft Montreal
Carmen Sandiego Word Detective,1997,19971997,AdventureCrimeSci-Fi,7.8,19,United States,Brøderbund Software
Super Runabout: San Francisco Edition,2000,20002000,Action,7.8,7,Japan,Climax Entertainment
Konjiki no Gasshu Beru!!: Yûjô tagû batoru 2,2005,20052005TT,ActionFantasyMystery,7.8,25,Japan,Eighting Co. Ltd.
Pirates of the Caribbean: The Legend of Jack Sparrow,2006,20062006TT,ActionAdventureFantasy,7.8,12K,United States,7 Studios
Brothers in Arms: Hell's Highway,2007,20072007,ActionDramaWar,7.8,751,United States,Gearbox Software
Nancy Drew: Secret of the Old Clock,2005,20052005EE,AdventureMystery,7.8,78,United States,Her Interactive Inc.
Keepsake,2006,20062006EE,AdventureDramaFantasy,7.8,22,United States,Resnick Interactive Development
Wild ARMs: The 4th Detonator,2005,20052005TT,ActionAdventureFantasy,7.8,50,Japan,Media Vision
.hack//G.U. Vol. 1: Saitan,2006,20062006TT,AnimationActionAdventure,7.8,85,Japan,Cyber Connect 2
Tales of the Abyss,2005,20052005TT,ActionAdventureDrama,7.8,224,Japan,Namco Tales Studio Ltd.
Fantasy General,1996,19961996EE,ActionAdventureFantasy,7.8,13,United States,Strategic Simulations Inc.
Stubbs the Zombie in 'Rebel Without a Pulse',2005,20052005MM,ComedyHorrorSci-Fi,7.8,271,United States,Wideload Games Inc.
Freddi Fish and the Case of the Missing Kelp Seeds,1994,19941994,AdventureComedyFamily,7.8,83,United States,Humongous Entertainment
Conflict: Global Storm,2005,20052005,Action,7.8,90,United Kingdom,Pivotal Games
Amped 3,2005,20052005TT,Sport,7.8,64,United States,Indie Built Inc.
Top Gear 3000,1994,19941994,Sport,7.8,59,United Kingdom,Gremlin Interactive
Tom & Jerry,1993,19931993Not RatedNot Rated,Action,7.8,52,United States,Albino Frog Software
Desert Strike: Return to the Gulf,1992,19921992Not RatedNot Rated,ActionAdventure,7.8,154,United States,Budcat Creations LLC
O.D.T,1998,19981998,Adventure,7.8,14,United Kingdom,Psygnosis
WipEout Pure,2005,20052005EE,ActionSci-FiSport,7.8,56,United Kingdom,SCEE Studio Liverpool
Supreme Commander,2007,20072007,ActionSci-Fi,7.8,223,United States,Gas Powered Games
Age of Empires III,2005,20052005,ActionAdventureWar,7.8,2.6K,United States,Ensemble Studios
Fur Fighters: Viggo's Revenge,2001,20012001TT,Adventure,7.8,43,United States,Bizarre Creations
Mario & Luigi RPG 2×2,2005,20052005EE,AdventureComedyFamily,7.8,306,Japan,AlphaDream
Psycho Pinball,1995,19951995Not RatedNot Rated,Sport,7.8,21,United Kingdom,Codemasters Software Company
Mawaru meido in Wario,2004,20042004EE,ActionComedyFamily,7.8,61,Japan,Nintendo
Muppets Party Cruise,2003,20032003EE,Adventure,7.8,36,United States,
Defender of the Crown,1986,19861986,ActionAdventure,7.8,78,United States,Cinemaware
Biohazard 5,2009,20092009MM,ActionAdventureHorror,7.8,8.4K,Japan,Capcom Company
X-Men 2: Clone Wars,1995,19951995K-AK-A,ActionAdventureFantasy,7.8,113,United States,Head Games
Train Simulator,2001,20012001,,7.8,25,United States,Kuju Entertainment
Splatterhouse 3,1993,19931993MM,ActionFantasyHorror,7.8,109,United States,Namco
Splatterhouse: Wanpaku Graffiti,1989,19891989,ActionFantasyHorror,7.8,47,Japan,Namco
SOCOM 3: U.S. Navy SEALs,2005,20052005MM,ActionAdventure,7.8,135,United States,Zipper Interactive Inc.
Medal of Honor: European Assault,2005,20052005TT,ActionAdventureWar,7.8,697,United States,Electronic Arts (EA)
Star Wars Galaxies: Jump to Lightspeed,2004,20042004,ActionAdventureFantasy,7.8,65,United States,LucasArts Entertainment Company
Rockman X2,1994,19941994K-AK-A,Action,7.8,402,Japan,Capcom Company
QuackShot Starring Donald Duck,1991,19911991,AdventureFamily,7.8,93,United States,Sega Entertainment
Freedom Force Vs the Third Reich,2004,20042004,ActionFantasySci-Fi,7.8,56,Australia,Irrational Games
Gigantic Drive,2002,20022002TT,ActionAdventureSci-Fi,7.8,19,Japan,Sandlot
King's Quest II: Romancing the Stones,2002,20022002,AdventureFantasyRomance,7.8,48,Australia,AGD Interactive LLC
X-Gold,2001,20012001,Sci-Fi,7.8,12,Germany,Egosoft
ATV Offroad Fury 3,2004,20042004EE,,7.8,22,United Kingdom,Climax
Space Quest III: The Pirates of Pestulon,1989,19891989,AdventureComedySci-Fi,7.8,108,United States,Sierra Entertainment
Hoshi no Kirby: Yume no izumi deluxe,2002,20022002EE,ActionAdventureFamily,7.8,112,Japan,HAL Laboratory
Sengoku musô mushôden,2004,20042004TT,ActionAdventureFantasy,7.8,30,Japan,Koei
Inuyasha: Jûso no kamen,2004,20042004TT,ActionAdventureComedy,7.8,66,Japan,Bandai Co. Ltd.
Worms,1995,19951995,ActionComedySport,7.8,1.4K,United Kingdom,Team 17 Software
Law & Order: Criminal Intent,2005,20052005,Mystery,7.8,257,United States,Legacy Interactive
Kohan II: Kings of War,2004,20042004,Action,7.8,11,United States,TimeGate Studios
Crisis Zone,1999,19991999TT,ActionCrimeSci-Fi,7.8,37,Japan,Namco
NCAA Football 2005,2004,20042004EE,Sport,7.8,50,United States,Electronic Arts (EA)
Destroy All Humans!,2005,20052005TT,ActionAdventureComedy,7.8,881,United States,Pandemic Production
SegaSonic the Hedgehog,1993,19931993Not RatedNot Rated,ActionAdventureFamily,7.8,171,Japan,Sega AM3
PaRappa the Rapper 2,2001,20012001EE,Music,7.8,103,Japan,Nana-On Sha
Kôkaku kidôtai,1997,19971997TT,ActionSci-Fi,7.8,154,Japan,Exact
Ground Control II: Operation Exodus,2004,20042004,ActionSci-Fi,7.8,52,Sweden,Ubisoft Massive
The Cameron Files: The Secret of Loch Ness,2001,20012001,Adventure,7.8,15,France,Galilea
Outlaw Golf 2,2004,20042004MM,AdventureComedySport,7.8,29,United States,Hypnotix Inc.
Phantasy Star Online Blue Burst,2004,20042004,,7.8,13,Japan,
Lands of Lore III,1999,19991999TT,ActionAdventureFantasy,7.8,31,United States,Westwood Studios Inc.
Psi-Ops: The Mindgate Conspiracy,2004,20042004MM,ActionAdventureSci-Fi,7.8,196,United States,Midway Games
NBA Live 95,1994,19941994EE,Action,7.8,57,Canada,
Front Mission 4,2003,20032003TT,ActionDramaSci-Fi,7.8,40,Japan,Product Development Division 6
SimCity 3000: Unlimited,2000,20002000EE,,7.8,94,United States,Maxis
The Lord of the Rings: The Third Age,2004,20042004TT,ActionAdventureFantasy,7.8,1.2K,United States,Electronic Arts (EA)
Zoku bokura no taiyô: Taiyô shônen Django,2004,20042004TT,Action,7.8,17,Japan,Konami Computer Entertainment
Wild 9,1998,19981998TT,Action,7.8,36,United States,Shiny Entertainment
Wallace & Gromit in Project Zoo,2003,20032003EE,AnimationActionAdventure,7.8,84,United Kingdom,Frontier Developments
Super Monkey Ball 2,2002,20022002EE,ActionAdventureFamily,7.8,143,Japan,Amusement Vision
Spider-Man 2,2004,20042004TT,ActionAdventureCrime,7.8,5.2K,United States,Columbia Pictures
Painkiller,2004,20042004MM,ActionAdventureFantasy,7.8,505,Poland,People Can Fly
Akumajô densetsu,1989,19891989EE,ActionAdventureFantasy,7.8,547,Japan,Konami Industries
Serious Sam: The Second Encounter,2002,20022002MM,ActionAdventureComedy,7.8,588,United States,Croteam
Darkwatch: Curse of the West,2005,20052005MM,ActionAdventureFantasy,7.8,269,United States,Black Powder Media Inc.
EVE Online,2003,20032003,ActionAdventureSci-Fi,7.8,209,Iceland,CCP
NBA Street Vol. 2,2003,20032003EE,ActionSport,7.8,157,United States,NuFX
Jet Set Willy 2,1985,19851985,,7.8,10,United Kingdom,
Viewtiful Joe,2003,20032003TT,ActionAdventureComedy,7.8,296,Japan,Capcom Company
Kidô senshi Gandamu: Renpou vs. Zeon DX,2002,20022002TT,ActionAdventureFamily,7.8,25,Japan,Capcom Company
Beyond Oasis,1995,19951995,Adventure,7.8,58,Japan,Ancient
The Elder Scrolls Adventures: Redguard,1998,19981998,ActionAdventureFantasy,7.8,57,United States,Bethesda Softworks
Silent Hill 4: The Room,2004,20042004MM,DramaHorrorMystery,7.8,2.8K,Japan,Konami Computer Entertainment
Hollywood Monsters,1997,19971997,AdventureComedyFantasy,7.8,27,Spain,Péndulo Studios
Conflict: Desert Storm II - Back to Baghdad,2003,20032003,Action,7.8,136,United Kingdom,SCI
Panzer Dragoon,1995,19951995K-AK-A,ActionFantasy,7.8,105,Japan,Team Andromeda
NHL 97,1996,19961996,,7.8,49,Canada,Black Pearl Software
Ultima IV: Quest of the Avatar,1985,19851985,AdventureFantasy,7.8,78,United States,Origin Systems
M.U.L.E.,1983,19831983,Family,7.8,30,United States,Ozark Softscape
Exodus: Ultima III,1983,19831983,AdventureFantasySci-Fi,7.8,55,United States,Origin Systems
Shogo: Mobile Armor Division,1998,19981998MM,ActionAdventureSci-Fi,7.8,96,United States,Monolith Productions
Forgotten Realms: Baldur's Gate - Dark Alliance II,2004,20042004,ActionAdventureFantasy,7.8,197,United States,
Samurai Spirits: Zankuro musouken,1995,19951995TT,ActionFantasy,7.8,76,Japan,SNK/Playmore
Garou: Mark of the Wolves,1999,19991999,ActionAdventure,7.8,137,Japan,SNK/Playmore
San Francisco Rush 2049,1999,19991999EE,Family,7.8,50,United States,Atari Games
Xenosaga Episode I: Chikara he no ishi,2002,20022002TT,ActionAdventureFantasy,7.8,232,Japan,Monolith Soft
SimCity 2000,1993,19931993EE,Family,7.8,778,United States,Imagineer Co. Ltd.
Red Dead Revolver,2004,20042004MM,ActionAdventureDrama,7.8,1.3K,United States,Rockstar San Diego
Laura Bow 2: The Dagger of Amon Ra,1991,19911991,AdventureComedyCrime,7.8,57,United States,Sierra Entertainment
Bandits: Phoenix Rising,2002,20022002,ActionComedy,7.8,9,Sweden,GRIN Inc.
